transaction_id,customer_id,amount,failure_reason,previous_successes,previous_failures,customer_lifetime_value,retry_count,days_since_last_payment,checkout_duration,payment_method,risk_score,recovered
TXN-00985,CUST-7720,10254.73,expired_card,7,0,156066.1,3,128,217,card,0.311,0
TXN-00986,CUST-6906,37139.62,temporary_bank_decline,9,1,24070.77,3,158,231,card,0.483,1
TXN-00987,CUST-8979,22670.27,temporary_bank_decline,9,0,141442.81,4,116,533,upi,0.453,0
TXN-00988,CUST-1272,18368.09,insufficient_balance,6,4,163668.85,1,58,130,wallet,0.285,1
TXN-00989,CUST-4379,46970.13,temporary_bank_decline,4,2,152770.9,3,28,202,upi,0.393,1
TXN-00990,CUST-8506,33191.87,temporary_bank_decline,13,3,151037.54,1,77,376,card,0.35,0
TXN-00991,CUST-7974,37598.47,temporary_bank_decline,10,3,25425.45,4,103,111,upi,0.623,0
TXN-00992,CUST-9282,14320.59,authentication_failure,7,1,182315.43,4,38,277,card,0.399,0
TXN-00993,CUST-2610,17992.49,network_error,7,2,14650.1,1,21,402,upi,0.224,0
TXN-00994,CUST-6634,4889.36,expired_card,8,1,179899.22,3,57,79,card,0.275,0
TXN-00995,CUST-5852,37114.31,temporary_bank_decline,7,0,30158.64,2,70,487,upi,0.268,0
TXN-00996,CUST-6801,33935.79,network_error,9,0,87170.61,2,162,288,card,0.448,1
TXN-00997,CUST-7500,26680.79,temporary_bank_decline,3,3,175818.68,1,33,505,upi,0.264,0
TXN-00998,CUST-4770,30864.97,expired_card,8,0,28128.52,3,96,283,card,0.415,0
TXN-00999,CUST-6974,43335.66,insufficient_balance,10,5,135335.33,4,108,208,upi,0.607,0
TXN-01000,CUST-2568,12794.23,temporary_bank_decline,10,1,59706.44,1,152,159,netbanking,0.21,1
TXN-01001,CUST-5626,37514.79,expired_card,11,2,174152.5,0,31,401,wallet,0.336,0
TXN-01002,CUST-2746,49672.13,temporary_bank_decline,11,0,184838.44,4,92,586,card,0.399,1
TXN-01003,CUST-1602,18870.51,expired_card,11,2,21936.18,4,58,416,upi,0.386,0
TXN-01004,CUST-6552,48463.53,network_error,6,1,4264.88,3,25,550,netbanking,0.427,1
TXN-01005,CUST-5106,43770.61,temporary_bank_decline,6,0,101418.41,4,5,41,card,0.378,0
TXN-01006,CUST-6810,20083.91,network_error,6,0,144151.81,0,5,484,upi,0.046,1
TXN-01007,CUST-9310,10616.3,authentication_failure,11,3,113224.41,2,133,201,upi,0.247,0
TXN-01008,CUST-2851,37741.15,insufficient_balance,12,1,29096.01,0,160,271,upi,0.394,1
TXN-01009,CUST-4448,11079.11,network_error,6,1,102968.82,4,22,335,card,0.336,0
TXN-01010,CUST-1260,14957.25,temporary_bank_decline,6,1,1197.38,1,173,124,upi,0.256,1
TXN-01011,CUST-3995,7971.22,authentication_failure,11,1,170592.69,0,56,110,upi,0.019,0
TXN-01012,CUST-3492,41730.67,insufficient_balance,4,3,183633.81,3,62,392,upi,0.423,0
TXN-01013,CUST-3179,46347.14,network_error,7,2,161192.72,0,60,177,upi,0.261,1
TXN-01014,CUST-6644,8343.61,temporary_bank_decline,8,3,188379.46,0,97,315,upi,0.18,1
TXN-01015,CUST-4812,9096.37,temporary_bank_decline,5,1,20249.86,2,54,83,netbanking,0.193,0
TXN-01016,CUST-6301,5355.72,insufficient_balance,6,0,57612.41,1,53,275,card,0.193,1
TXN-01017,CUST-5977,33461.93,temporary_bank_decline,7,1,120369.88,1,38,455,netbanking,0.245,1
TXN-01018,CUST-7867,5650.28,expired_card,7,0,109837.54,4,97,374,wallet,0.338,0
TXN-01019,CUST-5796,23395.09,temporary_bank_decline,9,0,119758.87,4,119,328,upi,0.304,1
TXN-01020,CUST-9316,24968.72,temporary_bank_decline,8,1,117532.77,3,34,557,netbanking,0.255,0
TXN-01021,CUST-3708,26882.79,temporary_bank_decline,6,1,192404.8,2,29,468,card,0.285,1
TXN-01022,CUST-2364,27025.89,temporary_bank_decline,12,0,159483.6,2,11,193,card,0.25,1
TXN-01023,CUST-9760,42325.9,temporary_bank_decline,8,2,187835.07,4,57,422,upi,0.497,1
TXN-01024,CUST-9572,21795.57,authentication_failure,6,3,29286.52,3,146,493,upi,0.437,0
TXN-01025,CUST-5561,44526.14,temporary_bank_decline,11,2,72326.72,2,159,368,card,0.612,1
TXN-01026,CUST-5661,26731.41,expired_card,6,0,140534.56,0,85,252,card,0.116,1
TXN-01027,CUST-4362,32447.33,insufficient_balance,4,1,53898.29,2,152,214,card,0.403,1
TXN-01028,CUST-1899,19908.38,temporary_bank_decline,10,3,154232.27,1,117,358,upi,0.304,0
TXN-01029,CUST-6428,18462.69,temporary_bank_decline,9,1,96593.25,3,11,465,upi,0.267,0
TXN-01030,CUST-6310,16077.33,network_error,10,2,28557.84,2,46,460,netbanking,0.309,1
TXN-01031,CUST-5306,15781.57,temporary_bank_decline,8,2,14181.66,1,74,57,netbanking,0.13,1
TXN-01032,CUST-4410,31959.73,temporary_bank_decline,10,1,100438.89,1,54,488,wallet,0.281,1
TXN-01033,CUST-2385,11343.86,insufficient_balance,4,1,100212.97,0,178,112,upi,0.198,0
TXN-01034,CUST-8074,20644.35,temporary_bank_decline,11,0,176024.8,2,157,441,upi,0.247,0
TXN-01035,CUST-4998,14951.28,temporary_bank_decline,11,1,128191.91,2,108,55,upi,0.274,0
TXN-01036,CUST-8792,39549.87,insufficient_balance,5,0,66872.05,3,171,294,wallet,0.411,1
TXN-01037,CUST-9938,15378.49,temporary_bank_decline,7,0,178035.91,0,103,553,upi,0.174,0
TXN-01038,CUST-5443,5511.31,expired_card,7,1,104190.94,4,179,284,netbanking,0.375,0
TXN-01039,CUST-6156,3746.96,network_error,6,1,41588.5,0,105,317,netbanking,0.151,1
TXN-01040,CUST-6209,915.64,temporary_bank_decline,2,1,142430.77,0,26,505,netbanking,0.015,0
TXN-01041,CUST-2274,32409.21,network_error,14,1,98118.62,4,157,453,card,0.545,0
TXN-01042,CUST-1715,32952.08,temporary_bank_decline,11,1,168273.74,0,99,401,wallet,0.326,1
TXN-01043,CUST-2063,29923.12,temporary_bank_decline,8,3,53205.93,0,104,215,wallet,0.252,1
TXN-01044,CUST-8317,19374.53,insufficient_balance,6,2,14986.6,2,18,368,wallet,0.286,1
TXN-01045,CUST-1085,25799.13,expired_card,13,1,77098.1,1,177,430,card,0.45,0
TXN-01046,CUST-8044,3545.34,authentication_failure,7,0,35454.22,4,16,22,upi,0.276,0
TXN-01047,CUST-8752,26973.79,expired_card,13,0,196433.03,0,143,408,upi,0.25,0
TXN-01048,CUST-5107,3605.38,insufficient_balance,7,1,74699.23,2,124,219,card,0.281,0
TXN-01049,CUST-2897,22766.07,temporary_bank_decline,11,3,106742.2,1,3,186,netbanking,0.142,1
TXN-01050,CUST-8661,17533.0,insufficient_balance,10,2,92969.78,4,129,23,upi,0.461,0
TXN-01051,CUST-8352,3787.44,expired_card,11,2,39141.21,0,143,145,upi,0.174,0
TXN-01052,CUST-8114,6126.47,network_error,9,2,6859.06,3,177,48,netbanking,0.303,0
TXN-01053,CUST-7051,47762.21,network_error,9,2,150561.63,2,13,399,upi,0.436,0
TXN-01054,CUST-6269,27333.71,insufficient_balance,13,1,44494.99,0,143,521,upi,0.225,1
TXN-01055,CUST-5540,6296.52,temporary_bank_decline,3,0,86512.56,3,47,131,netbanking,0.155,1
TXN-01056,CUST-3423,38340.81,insufficient_balance,15,0,142022.23,4,86,390,card,0.386,1
TXN-01057,CUST-1018,19647.71,authentication_failure,7,0,139028.11,2,28,126,card,0.266,0
TXN-01058,CUST-8636,11858.08,temporary_bank_decline,9,2,154695.85,2,168,493,upi,0.295,0
TXN-01059,CUST-9044,7456.19,expired_card,8,1,161297.81,0,21,259,netbanking,0.112,0
TXN-01060,CUST-1334,18828.36,temporary_bank_decline,9,2,13472.58,2,56,103,upi,0.2,1
TXN-01061,CUST-3516,23545.18,expired_card,7,2,158437.85,3,76,264,upi,0.46,0
TXN-01062,CUST-4669,22249.16,expired_card,12,0,120405.45,2,176,213,card,0.365,1
TXN-01063,CUST-3261,49405.17,temporary_bank_decline,5,2,149300.35,4,175,350,card,0.601,0
TXN-01064,CUST-1875,35652.48,temporary_bank_decline,6,1,163628.06,1,103,537,netbanking,0.307,1
TXN-01065,CUST-2198,12907.74,authentication_failure,3,4,32051.25,4,28,373,wallet,0.298,0
TXN-01066,CUST-9416,31368.82,expired_card,14,3,89258.31,2,154,40,netbanking,0.388,0
TXN-01067,CUST-2532,17938.91,temporary_bank_decline,6,1,182747.64,1,102,382,upi,0.22,1
TXN-01068,CUST-6911,49020.39,temporary_bank_decline,7,2,37467.92,3,152,37,card,0.444,0
TXN-01069,CUST-8714,16408.45,insufficient_balance,6,1,52297.16,3,122,455,wallet,0.253,1
TXN-01070,CUST-8146,14258.7,authentication_failure,10,2,58046.17,0,113,554,upi,0.223,1
TXN-01071,CUST-6669,25926.96,expired_card,3,4,31851.84,4,41,207,netbanking,0.503,0
TXN-01072,CUST-8845,37608.09,authentication_failure,10,1,124638.11,2,176,514,card,0.342,0
TXN-01073,CUST-7594,11028.81,temporary_bank_decline,9,0,156553.91,2,72,95,upi,0.196,1
TXN-01074,CUST-5724,21367.32,expired_card,5,3,60343.09,4,89,318,card,0.508,0
TXN-01075,CUST-2066,11595.89,authentication_failure,10,0,19100.98,3,136,53,upi,0.33,1
TXN-01076,CUST-5463,46660.79,authentication_failure,10,3,141803.33,1,69,543,upi,0.361,1
TXN-01077,CUST-2029,46661.86,temporary_bank_decline,9,1,184086.27,1,50,393,netbanking,0.254,0
TXN-01078,CUST-4299,44387.64,insufficient_balance,5,2,56072.77,2,12,130,upi,0.276,0
TXN-01079,CUST-5268,16976.1,insufficient_balance,7,3,97248.84,2,32,37,card,0.327,0
TXN-01080,CUST-7098,9662.46,temporary_bank_decline,7,1,14842.68,3,168,504,upi,0.271,0
TXN-01081,CUST-5684,20937.18,expired_card,13,1,19744.3,0,4,406,card,0.182,1
TXN-01082,CUST-7996,17619.82,network_error,6,3,12922.52,3,90,560,wallet,0.332,1
TXN-01083,CUST-3691,48956.89,expired_card,4,0,177963.77,4,127,403,card,0.541,0
TXN-01084,CUST-3903,21427.11,authentication_failure,11,0,118347.25,2,38,345,card,0.205,0
TXN-01085,CUST-4403,41467.17,authentication_failure,8,2,68835.0,0,170,430,card,0.358,0
TXN-01086,CUST-4111,5536.19,temporary_bank_decline,10,0,154003.53,2,17,263,card,0.129,0
TXN-01087,CUST-2401,39386.14,temporary_bank_decline,8,1,20152.58,2,53,239,upi,0.368,0
TXN-01088,CUST-2144,40208.2,authentication_failure,6,2,125900.72,3,16,435,upi,0.311,0
TXN-01089,CUST-2613,34807.08,authentication_failure,10,0,129701.77,0,15,326,upi,0.153,1
TXN-01090,CUST-6686,1899.67,expired_card,9,2,20220.86,3,128,580,wallet,0.331,0
TXN-01091,CUST-9312,13707.61,temporary_bank_decline,8,0,119828.45,1,78,28,upi,0.115,0
TXN-01092,CUST-8268,36559.65,expired_card,12,0,152010.74,4,8,590,card,0.391,0
TXN-01093,CUST-4134,48994.55,insufficient_balance,8,1,9333.07,1,29,563,upi,0.427,1
TXN-01094,CUST-6209,27923.19,insufficient_balance,11,3,91253.88,4,94,419,card,0.467,0
TXN-01095,CUST-5268,41690.58,expired_card,16,1,11666.18,0,158,257,netbanking,0.361,0
TXN-01096,CUST-5999,37140.49,temporary_bank_decline,10,3,175412.6,4,118,221,upi,0.519,1
TXN-01097,CUST-6470,1658.21,expired_card,12,0,63490.23,1,72,153,card,0.037,1
TXN-01098,CUST-4165,31668.54,insufficient_balance,17,1,168225.59,0,66,412,card,0.136,1
TXN-01099,CUST-7003,42581.12,network_error,5,1,103144.38,2,69,136,card,0.404,0
TXN-01100,CUST-7710,2233.85,network_error,10,0,182483.17,3,169,480,netbanking,0.344,1
TXN-01101,CUST-1989,17757.59,authentication_failure,4,0,139955.58,1,62,297,upi,0.134,0
TXN-01102,CUST-8438,22417.17,insufficient_balance,8,6,198363.94,4,167,15,upi,0.616,0
TXN-01103,CUST-3545,28037.18,insufficient_balance,10,1,89574.24,4,133,265,netbanking,0.389,0
TXN-01104,CUST-9482,7145.34,expired_card,8,2,1646.34,1,31,483,upi,0.067,0
TXN-01105,CUST-4202,4597.23,expired_card,5,2,70459.08,1,22,369,upi,0.131,0
TXN-01106,CUST-8695,33285.23,network_error,5,0,171488.31,0,128,350,card,0.157,1
TXN-01107,CUST-7327,20181.58,expired_card,6,0,178624.17,0,89,10,card,0.184,0
TXN-01108,CUST-9221,34740.59,authentication_failure,9,1,101206.88,3,167,180,card,0.502,0
TXN-01109,CUST-8418,43585.58,insufficient_balance,3,2,191743.15,2,117,128,upi,0.41,0
TXN-01110,CUST-4191,20665.5,expired_card,10,0,35181.35,4,129,464,card,0.395,0
TXN-01111,CUST-6458,37235.03,temporary_bank_decline,9,2,23193.17,3,101,201,upi,0.417,0
TXN-01112,CUST-5106,48312.59,insufficient_balance,5,3,11768.98,2,141,186,wallet,0.506,0
TXN-01113,CUST-8675,22286.37,insufficient_balance,9,2,90723.97,0,62,16,upi,0.177,0
TXN-01114,CUST-8181,31940.24,network_error,9,0,86479.54,1,28,252,card,0.166,1
TXN-01115,CUST-2343,9820.56,insufficient_balance,16,3,42428.62,4,35,81,wallet,0.41,0
TXN-01116,CUST-8348,1781.64,temporary_bank_decline,5,2,125879.76,0,103,290,card,0.035,1
TXN-01117,CUST-8434,28450.41,expired_card,8,1,120528.3,2,61,557,upi,0.365,1
TXN-01118,CUST-8448,26577.74,temporary_bank_decline,7,2,145448.41,1,72,251,card,0.257,1
TXN-01119,CUST-7880,37687.59,authentication_failure,6,2,145347.67,3,111,396,upi,0.501,0
TXN-01120,CUST-1303,11516.95,insufficient_balance,6,2,44659.95,0,1,269,card,0.163,1
TXN-01121,CUST-7486,18710.94,insufficient_balance,10,1,38530.01,3,152,545,netbanking,0.403,0
TXN-01122,CUST-9203,31283.29,network_error,6,1,108588.01,3,29,406,netbanking,0.37,0
TXN-01123,CUST-1446,33710.54,insufficient_balance,8,1,28932.18,0,15,287,upi,0.156,0
TXN-01124,CUST-3771,15819.33,authentication_failure,8,2,46305.99,1,128,400,upi,0.247,1
TXN-01125,CUST-2586,34061.78,authentication_failure,5,1,37358.07,2,53,361,netbanking,0.331,1
TXN-01126,CUST-1626,37091.12,temporary_bank_decline,8,0,29498.22,2,45,67,upi,0.142,0
TXN-01127,CUST-2462,21726.84,insufficient_balance,9,2,15984.74,0,140,379,card,0.326,1
TXN-01128,CUST-1418,23419.59,expired_card,13,4,7174.66,4,5,255,card,0.331,0
TXN-01129,CUST-4679,34922.21,temporary_bank_decline,12,0,139450.38,3,42,78,wallet,0.418,0
TXN-01130,CUST-5841,16999.56,network_error,12,2,195818.11,2,130,32,upi,0.328,0
TXN-01131,CUST-2268,23681.97,authentication_failure,7,3,111485.41,4,86,255,wallet,0.456,0
TXN-01132,CUST-2690,38046.22,temporary_bank_decline,9,1,172039.16,4,68,97,upi,0.379,0
TXN-01133,CUST-3421,11361.27,temporary_bank_decline,8,0,114402.56,2,11,597,card,0.115,0
TXN-01134,CUST-9925,37291.28,insufficient_balance,4,2,37900.82,0,90,375,card,0.21,0
TXN-01135,CUST-5188,19963.59,network_error,6,2,116912.54,1,163,535,upi,0.379,1
TXN-01136,CUST-2350,23816.92,authentication_failure,8,2,134657.1,2,100,269,card,0.281,0
TXN-01137,CUST-3263,43624.65,insufficient_balance,13,3,46472.92,0,53,261,card,0.349,1
TXN-01138,CUST-5436,26744.77,authentication_failure,6,2,145708.85,2,111,301,netbanking,0.317,0
TXN-01139,CUST-1242,15010.41,insufficient_balance,8,0,30165.84,0,97,303,card,0.053,0
TXN-01140,CUST-1782,15598.63,network_error,8,2,150213.73,2,167,471,card,0.346,1
TXN-01141,CUST-3812,8492.89,expired_card,8,2,137573.92,2,80,595,card,0.265,1
TXN-01142,CUST-7698,8002.26,network_error,6,3,55903.86,3,115,415,upi,0.409,0
TXN-01143,CUST-6586,34329.43,temporary_bank_decline,7,3,173792.61,3,63,20,wallet,0.375,0
TXN-01144,CUST-5891,11790.46,insufficient_balance,7,1,156779.04,4,65,439,upi,0.287,0
TXN-01145,CUST-9935,283.36,expired_card,4,1,94039.43,4,127,46,upi,0.296,0
TXN-01146,CUST-9166,4663.71,network_error,8,3,139407.74,0,33,363,netbanking,0.121,1
TXN-01147,CUST-2766,41160.12,authentication_failure,9,3,139519.25,0,108,331,upi,0.428,0
TXN-01148,CUST-9613,42593.36,temporary_bank_decline,8,2,150843.23,3,113,28,upi,0.462,0
TXN-01149,CUST-9666,44938.28,expired_card,14,3,98054.25,3,172,190,upi,0.546,0
TXN-01150,CUST-2588,49890.82,expired_card,6,0,164385.21,3,2,306,netbanking,0.347,0
TXN-01151,CUST-5893,33268.28,temporary_bank_decline,8,3,29987.05,4,142,335,upi,0.551,1
TXN-01152,CUST-8039,24032.14,authentication_failure,7,1,94351.26,2,131,378,card,0.311,0
TXN-01153,CUST-9083,11204.89,temporary_bank_decline,8,1,196540.93,0,86,52,wallet,0.091,1
TXN-01154,CUST-5410,28732.72,authentication_failure,7,1,144993.33,4,148,384,upi,0.463,1
TXN-01155,CUST-8701,19185.25,expired_card,3,2,48713.72,1,17,463,wallet,0.234,0
TXN-01156,CUST-7813,42209.5,insufficient_balance,9,0,98761.39,3,161,99,upi,0.536,0
TXN-01157,CUST-6378,42079.24,temporary_bank_decline,8,1,19028.29,0,93,322,upi,0.318,1
TXN-01158,CUST-9260,26446.56,network_error,5,1,27912.92,0,68,534,card,0.245,0
TXN-01159,CUST-2403,3713.79,expired_card,15,2,148171.72,3,95,87,upi,0.184,0
TXN-01160,CUST-1241,2918.6,authentication_failure,12,2,71496.21,1,38,481,card,0.201,1
TXN-01161,CUST-3440,3064.99,expired_card,7,0,15729.98,0,55,312,netbanking,0.043,1
TXN-01162,CUST-3134,3304.21,network_error,10,1,118924.69,0,28,355,upi,0.054,0
TXN-01163,CUST-6755,49870.65,insufficient_balance,10,0,38000.94,2,26,131,card,0.362,0
TXN-01164,CUST-5921,12266.79,temporary_bank_decline,13,2,91052.42,0,82,487,upi,0.164,1
TXN-01165,CUST-6882,3938.55,expired_card,10,1,114932.85,0,26,191,wallet,0.044,1
TXN-01166,CUST-8419,24797.0,expired_card,5,1,26346.86,1,13,178,upi,0.262,0
TXN-01167,CUST-5771,38462.1,temporary_bank_decline,9,0,69103.04,2,98,545,wallet,0.333,1
TXN-01168,CUST-4735,21647.45,network_error,8,0,1235.56,0,72,297,upi,0.107,1
TXN-01169,CUST-7139,22035.17,expired_card,4,2,133077.46,1,76,155,card,0.177,1
TXN-01170,CUST-1827,8733.24,temporary_bank_decline,8,1,59701.49,1,140,509,card,0.217,1
TXN-01171,CUST-4278,23502.97,expired_card,13,2,189856.7,1,24,264,upi,0.149,0
TXN-01172,CUST-1831,44182.51,temporary_bank_decline,7,2,23198.2,2,76,353,netbanking,0.439,0
TXN-01173,CUST-1230,4005.01,insufficient_balance,5,2,128868.25,2,115,383,card,0.325,0
TXN-01174,CUST-4284,32222.28,insufficient_balance,4,0,20288.76,0,15,216,card,0.086,0
TXN-01175,CUST-9840,21437.84,temporary_bank_decline,9,1,126332.87,0,45,560,card,0.142,0
TXN-01176,CUST-2547,29878.18,temporary_bank_decline,7,1,104250.73,1,40,457,card,0.195,1
TXN-01177,CUST-7399,18560.98,insufficient_balance,11,2,91988.85,0,14,440,card,0.197,0
TXN-01178,CUST-3373,40853.64,temporary_bank_decline,9,1,119171.19,4,4,92,upi,0.408,1
TXN-01179,CUST-3716,31801.03,network_error,5,3,59991.76,1,19,539,wallet,0.234,1
TXN-01180,CUST-6321,37391.99,expired_card,11,0,135903.68,2,98,573,upi,0.311,0
TXN-01181,CUST-3124,16413.07,authentication_failure,6,2,110389.81,0,69,492,upi,0.148,1
TXN-01182,CUST-1723,16318.17,temporary_bank_decline,12,0,94762.03,4,54,232,netbanking,0.368,1
TXN-01183,CUST-9209,4237.68,expired_card,4,2,195746.86,0,165,548,card,0.15,1
TXN-01184,CUST-2820,8476.83,insufficient_balance,3,2,127929.01,0,17,93,upi,0.092,1
TXN-01185,CUST-2089,23925.57,insufficient_balance,8,2,116272.73,3,33,378,upi,0.348,0
TXN-01186,CUST-8849,33049.17,temporary_bank_decline,4,1,96315.98,0,65,401,upi,0.262,0
TXN-01187,CUST-2419,20095.41,temporary_bank_decline,7,1,145246.75,1,44,178,upi,0.204,0
TXN-01188,CUST-6421,16066.5,network_error,10,3,53101.63,3,164,140,wallet,0.392,1
TXN-01189,CUST-5887,30711.22,expired_card,8,2,196681.0,0,157,227,upi,0.373,1
TXN-01190,CUST-7914,31642.15,temporary_bank_decline,9,1,131700.62,0,35,252,card,0.215,1
TXN-01191,CUST-8876,43560.87,authentication_failure,7,1,32325.43,1,122,299,card,0.3,0
TXN-01192,CUST-5142,24625.36,authentication_failure,6,2,119360.45,4,107,331,card,0.417,0
TXN-01193,CUST-5509,27963.75,network_error,5,1,170579.09,0,62,80,netbanking,0.138,1
TXN-01194,CUST-9862,6330.07,authentication_failure,9,2,144339.77,3,159,158,upi,0.427,0
TXN-01195,CUST-3545,27502.51,network_error,7,3,165198.12,1,166,18,upi,0.342,0
TXN-01196,CUST-9562,44467.98,network_error,13,3,137099.31,1,1,155,card,0.369,0
TXN-01197,CUST-7086,23663.27,temporary_bank_decline,13,0,68104.64,1,112,306,upi,0.29,1
TXN-01198,CUST-3127,37729.96,authentication_failure,9,3,146331.91,1,110,557,upi,0.33,0
TXN-01199,CUST-1458,10117.53,network_error,11,1,130589.59,1,25,369,card,0.177,1
TXN-01200,CUST-7343,42924.39,temporary_bank_decline,8,2,27326.81,4,3,91,card,0.468,1
TXN-01201,CUST-6210,19320.78,temporary_bank_decline,8,2,199902.25,2,83,545,card,0.321,0
TXN-01202,CUST-9095,48362.49,temporary_bank_decline,7,3,79932.52,3,135,365,netbanking,0.516,1
TXN-01203,CUST-9533,23277.15,temporary_bank_decline,11,1,77799.98,1,75,56,netbanking,0.241,1
TXN-01204,CUST-1274,13032.99,authentication_failure,11,1,177608.3,1,170,76,netbanking,0.309,1
TXN-01205,CUST-2667,16011.15,expired_card,11,2,27856.33,4,65,68,card,0.432,0
TXN-01206,CUST-1733,27873.42,temporary_bank_decline,10,0,116354.42,0,27,159,upi,0.107,1
TXN-01207,CUST-6785,34033.26,expired_card,7,1,27783.24,1,87,365,card,0.292,0
TXN-01208,CUST-9493,15094.24,temporary_bank_decline,9,0,141317.34,2,90,82,card,0.238,1
TXN-01209,CUST-7797,3724.53,authentication_failure,6,2,100407.54,1,137,199,netbanking,0.244,1
TXN-01210,CUST-8424,49866.51,temporary_bank_decline,3,1,188016.81,4,111,340,card,0.511,0
TXN-01211,CUST-4193,38886.75,temporary_bank_decline,9,0,90828.37,2,144,29,netbanking,0.403,0
TXN-01212,CUST-5032,866.14,network_error,5,3,8817.13,1,161,183,netbanking,0.326,1
TXN-01213,CUST-7010,49348.79,network_error,10,2,77413.14,0,9,153,card,0.162,0
TXN-01214,CUST-8172,44248.2,network_error,7,3,29653.01,4,141,146,card,0.626,0
TXN-01215,CUST-9708,40319.28,insufficient_balance,6,3,145291.87,0,121,207,card,0.387,0
TXN-01216,CUST-8871,25357.14,network_error,10,4,6006.6,1,97,164,card,0.309,1
TXN-01217,CUST-8315,19477.79,temporary_bank_decline,7,3,7204.99,3,120,127,upi,0.493,0
TXN-01218,CUST-3505,26912.89,authentication_failure,9,2,159004.89,1,155,328,card,0.393,1
TXN-01219,CUST-3416,15211.45,insufficient_balance,14,1,168224.89,0,71,247,card,0.204,1
TXN-01220,CUST-1566,5766.86,temporary_bank_decline,7,2,150692.16,3,101,151,card,0.379,1
TXN-01221,CUST-9354,12440.5,expired_card,6,1,66679.33,1,87,410,card,0.186,0
TXN-01222,CUST-8054,31366.24,temporary_bank_decline,8,2,117907.59,0,119,290,upi,0.285,1
TXN-01223,CUST-3087,17245.68,network_error,9,3,6972.09,0,115,318,upi,0.306,1
TXN-01224,CUST-4518,35864.86,temporary_bank_decline,6,2,52493.53,1,57,382,upi,0.28,0
TXN-01225,CUST-9498,11143.66,temporary_bank_decline,8,6,61647.6,0,112,467,netbanking,0.313,1
TXN-01226,CUST-1542,24157.34,insufficient_balance,13,2,129656.08,0,43,309,upi,0.157,1
TXN-01227,CUST-5497,8030.27,authentication_failure,8,2,166751.76,2,31,197,upi,0.213,0
TXN-01228,CUST-5423,46752.08,insufficient_balance,7,1,41025.89,2,87,206,upi,0.451,0
TXN-01229,CUST-4871,31858.99,insufficient_balance,9,0,28761.07,0,63,368,card,0.189,1
TXN-01230,CUST-4522,7593.58,temporary_bank_decline,14,1,197612.13,2,46,324,netbanking,0.191,1
TXN-01231,CUST-1605,17967.94,expired_card,8,3,9215.1,0,175,187,upi,0.375,0
TXN-01232,CUST-1845,6953.71,authentication_failure,5,3,69756.0,4,6,6,upi,0.331,0
TXN-01233,CUST-3046,11808.34,temporary_bank_decline,12,2,12810.15,1,126,582,upi,0.278,1
TXN-01234,CUST-6825,35093.08,expired_card,6,0,59480.34,4,46,278,card,0.373,0
TXN-01235,CUST-3876,14536.96,network_error,10,0,36124.38,3,122,98,card,0.31,1
TXN-01236,CUST-6958,45745.77,expired_card,5,3,135306.71,4,169,289,netbanking,0.647,0
TXN-01237,CUST-4622,47912.7,insufficient_balance,7,1,155878.04,4,129,306,wallet,0.536,0
TXN-01238,CUST-2069,45027.02,network_error,7,1,76824.22,1,32,50,netbanking,0.368,0
TXN-01239,CUST-5837,48902.77,network_error,3,0,182156.88,3,162,158,netbanking,0.504,1
TXN-01240,CUST-9075,6830.57,expired_card,10,0,104731.98,4,72,425,card,0.317,0
TXN-01241,CUST-1557,1249.39,expired_card,8,1,144117.98,0,89,314,upi,0.138,0
TXN-01242,CUST-6631,40441.52,insufficient_balance,14,3,81448.01,3,49,211,netbanking,0.478,0
TXN-01243,CUST-2767,39981.49,authentication_failure,9,0,90060.52,1,88,542,card,0.273,0
TXN-01244,CUST-4981,22867.13,insufficient_balance,11,4,139800.12,4,158,479,wallet,0.624,0
TXN-01245,CUST-5250,14409.86,temporary_bank_decline,7,1,165146.1,2,49,576,card,0.208,1
TXN-01246,CUST-5570,5112.91,expired_card,10,0,197786.94,3,172,215,wallet,0.322,1
TXN-01247,CUST-2754,34004.61,network_error,4,1,45193.06,0,95,455,upi,0.221,1
TXN-01248,CUST-9050,31548.3,network_error,11,0,34687.59,1,37,173,card,0.188,1
TXN-01249,CUST-4865,16944.06,temporary_bank_decline,7,0,5553.37,0,144,11,netbanking,0.168,0
TXN-01250,CUST-9240,36625.28,expired_card,9,2,6699.51,3,121,461,card,0.415,1
TXN-01251,CUST-7054,11902.65,expired_card,4,3,41666.14,3,161,111,card,0.349,0
TXN-01252,CUST-8865,4604.62,insufficient_balance,8,1,163494.45,1,64,234,netbanking,0.198,0
TXN-01253,CUST-2949,49109.29,authentication_failure,8,2,33246.22,1,90,434,card,0.356,0
TXN-01254,CUST-1973,4879.89,temporary_bank_decline,7,2,126359.45,2,124,253,wallet,0.23,1
TXN-01255,CUST-4845,16910.3,temporary_bank_decline,5,2,58960.95,4,161,443,card,0.411,0
TXN-01256,CUST-4883,32983.14,expired_card,5,1,28211.67,2,143,144,wallet,0.385,0
TXN-01257,CUST-4282,12198.09,insufficient_balance,7,3,139297.36,1,59,212,card,0.31,1
TXN-01258,CUST-7680,36898.04,authentication_failure,8,3,26296.67,0,106,230,netbanking,0.285,1
TXN-01259,CUST-4651,21272.55,network_error,6,3,166841.58,1,169,23,card,0.418,0
TXN-01260,CUST-6420,30024.41,temporary_bank_decline,6,1,62446.38,2,75,21,upi,0.323,1
